borrower_id,tier,sector,has_epfo,is_gst_registered,balance_sheet_available,has_bureau_record,has_existing_loan,has_collateral,current_ratio,leverage_ratio,dscr,interest_coverage_ratio,cash_flow_match_ratio,revenue_cagr_3yr,projected_revenue_growth_rate,customer_concentration_pct,supplier_concentration_pct,turnover_bank_ratio,gst_bank_consistency_flag,bureau_score,credit_limit_utilization_pct,bureau_report_date,owner_time_in_business_years,civil_suit_years_since_active,other_legal_dispute_years_since_active,cheque_bounce_rate,cheque_bounce_count_annualized,net_worth_to_assets_ratio,collateral_type,construction_status,estimated_value_inr,compliance_window_months,utility_payment_timeliness,rent_payment_timeliness,salary_payment_timeliness,gst_ontime_filing_ratio,gst_missed_filing_rate,gst_avg_filing_delay_days,gst_compliance_window_periods,epfo_ontime_remittance_ratio,epfo_compliance_window_periods,covenant_compliance_flag,capacity__current_ratio_status,capacity__leverage_ratio_status,capacity__dscr_status,capacity__interest_coverage_ratio_status,capacity__cash_flow_match_ratio_status,capacity__revenue_cagr_3yr_status,capacity__projected_revenue_growth_rate_status,capacity__customer_concentration_pct_status,capacity__supplier_concentration_pct_status,character__bureau_score_status,character__civil_suit_years_since_active_status,character__other_legal_dispute_years_since_active_status,character__owner_time_in_business_years_status,character__cheque_bounce_rate_status,capital__net_worth_to_assets_ratio_status,compliance__covenant_compliance_flag_status,compliance__gst_ontime_filing_ratio_status,compliance__epfo_ontime_remittance_ratio_status,compliance__utility_payment_timeliness_status,compliance__rent_payment_timeliness_status,compliance__salary_payment_timeliness_status,collateral__collateral_quality_score_status
MSME-00058,A,manufacturing,False,True,True,True,False,False,0.801,5.766,,,100.0,-0.35,-0.0836,36.98,46.99,1.656084848895494,consistent,654.0,88.8,2026-06-05,2.2,100.0,100.0,0.0437,78.0,0.1604,,,,6,0.833,0.5,0.833,0.167,0.167,19.2,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00059,A,services,False,True,True,False,False,False,2.39,0.308,,,73.82,0.16,0.1229,40.49,34.82,0.7381825142432659,consistent,,,,4.4,100.0,100.0,0.0019,3.0,0.4217,,,,6,1.0,1.0,1.0,1.0,0.0,-2.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00060,A,services,False,True,False,False,False,False,,,,,100.0,-0.27,0.0124,30.96,33.62,1.264040810193562,consistent,,,,9.0,100.0,100.0,0.0127,31.0,,,,,6,0.833,1.0,0.833,0.667,0.0,1.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00061,C,services,True,True,True,True,False,True,2.086,2.316,,,100.0,-0.16,0.0129,42.27,37.37,2.625716963596575,bank_inflow_much_higher_than_declared,667.0,78.8,2026-05-17,10.3,100.0,100.0,0.0129,29.92,0.2268,commercial,constructed,51575016.35,6,0.833,0.333,0.833,1.0,0.0,-1.67,6.0,0.667,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00062,A,retail,False,True,False,False,True,False,,,5.73,10.0,89.84,0.28,0.0118,31.38,52.72,0.8984376838700503,consistent,,,,3.2,100.0,100.0,0.0128,32.0,,,,,6,0.5,0.333,0.667,0.833,0.0,0.0,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00063,A,trading,False,True,False,False,False,False,,,,,100.0,0.13,0.014,30.79,33.73,1.000108945494364,consistent,,,,1.3,100.0,100.0,0.0151,37.0,,,,,6,0.833,0.667,0.5,0.667,0.0,0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00064,C,retail,True,True,False,True,True,False,,,0.45,5.806,55.86,0.03,0.0133,47.65,39.44,0.5586102410437496,consistent,683.0,80.1,2026-05-25,7.9,100.0,100.0,0.0137,10.22,,,,,6,0.833,0.167,0.667,1.0,0.0,-1.33,6.0,0.833,6.0,0.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,not_applicable
MSME-00065,C,services,True,True,True,True,False,False,2.618,0.612,,,30.58,0.66,0.1078,33.98,49.41,0.3057719031930447,bank_inflow_much_lower_than_declared,850.0,4.9,2026-05-27,14.5,100.0,100.0,0.0036,12.96,0.5622,,,,6,1.0,1.0,0.667,1.0,0.0,-1.33,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00066,A,services,False,True,False,False,False,False,,,,,100.0,0.09,-0.0876,40.08,40.16,1.0758727270827046,consistent,,,,3.2,0.0,8.61,0.0434,78.0,,,,,6,0.333,0.5,0.667,0.333,0.0,14.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00067,A,services,False,True,False,True,False,False,,,,,100.0,-0.39,-0.0895,29.96,30.67,1.3232857182686857,consistent,684.0,76.7,2026-06-18,3.5,100.0,100.0,0.0505,90.75,,,,,6,0.5,0.5,0.333,0.5,0.167,8.4,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00068,A,trading,False,True,False,True,True,False,,,4.518,7.938,29.13,0.25,0.0127,35.98,33.21,0.2913013416582229,bank_inflow_much_lower_than_declared,681.0,46.2,2026-06-16,1.0,100.0,100.0,0.0113,10.14,,,,,6,1.0,0.5,0.667,1.0,0.0,-0.83,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00069,A,retail,False,True,False,True,True,False,,,10.0,10.0,100.0,-0.1,0.1315,37.08,33.71,3.4957332103052647,bank_inflow_much_higher_than_declared,733.0,16.3,2026-06-28,1.9,100.0,100.0,0.0023,7.98,,,,,6,1.0,0.833,1.0,0.833,0.0,-0.67,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00070,A,manufacturing,False,True,False,False,False,False,,,,,62.88,,0.1392,53.33,29.66,0.6288256219123488,consistent,,,,3.6,100.0,100.0,0.0032,11.55,,,,,6,0.833,0.833,0.667,1.0,0.0,-1.33,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00071,A,manufacturing,False,True,True,True,True,False,1.643,1.705,6.287,10.0,65.6,,0.0117,31.65,36.52,0.6560244798654314,consistent,701.0,86.7,2026-05-25,6.2,100.0,100.0,0.0124,32.44,0.3716,,,,3,1.0,0.667,1.0,0.5,0.0,2.5,6.0,,,,available,available,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00072,A,manufacturing,False,True,True,False,False,False,1.806,0.501,,,49.41,0.3,0.1142,33.15,35.34,0.494135258833708,consistent,,,,0.8,100.0,100.0,0.004,5.01,0.4845,,,,6,1.0,1.0,1.0,1.0,0.0,-1.5,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00073,C,retail,True,True,False,True,False,True,,,,,100.0,-0.21,-0.0964,31.47,37.39,3.000986288165825,bank_inflow_much_higher_than_declared,582.0,64.3,2026-05-27,36.9,100.0,100.0,0.0449,74.0,,residential,constructed,80528472.75,6,0.167,0.667,0.167,0.333,0.0,14.83,6.0,0.167,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00074,A,retail,False,True,False,True,False,False,,,,,100.0,0.02,0.1211,37.35,38.13,1.7438584815321447,consistent,855.0,42.2,2026-05-16,2.8,100.0,100.0,0.0022,8.0,,,,,6,1.0,0.833,1.0,0.833,0.0,-1.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00075,A,retail,False,True,True,False,True,False,1.181,4.226,0.581,2.229,100.0,-0.21,0.0123,37.35,41.19,1.1188604431913471,consistent,,,,7.6,100.0,100.0,0.0112,6.48,0.4586,,,,6,1.0,1.0,0.833,0.667,0.167,0.2,6.0,,,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00076,A,retail,False,True,True,True,False,False,1.096,4.463,,,100.0,-0.31,-0.076,54.12,36.79,1.5630779382417186,consistent,685.0,75.5,2026-05-07,3.7,100.0,100.0,0.0457,82.0,0.1724,,,,6,0.333,0.5,0.833,0.667,0.0,8.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00077,A,manufacturing,False,False,False,True,False,False,,,,,44.61,,0.1352,33.77,55.75,,unscoreable,828.0,42.7,2026-05-27,12.8,100.0,100.0,0.0021,7.53,,,,,4,0.75,0.75,0.75,,,,,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00078,C,services,True,True,True,True,True,False,3.38,0.503,2.663,10.0,42.92,0.05,0.1171,33.36,33.23,0.4291562454610574,bank_inflow_much_lower_than_declared,829.0,40.0,2026-06-14,14.4,100.0,100.0,0.0046,4.08,0.5552,,,,6,1.0,0.833,1.0,0.833,0.0,-1.67,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00079,A,services,False,True,True,False,True,False,1.321,3.153,1.131,10.0,100.0,-0.2,0.0121,50.63,33.99,1.3458820277778658,consistent,,,,8.2,100.0,100.0,0.0125,15.04,0.3266,,,,6,0.833,0.833,0.5,0.333,0.0,3.0,6.0,,,0.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00080,C,manufacturing,True,True,False,True,True,True,,,2.611,10.0,100.0,-0.06,0.0141,54.36,41.53,1.1022860061739996,consistent,613.0,62.2,2026-05-12,9.0,100.0,100.0,0.0151,37.9,,commercial,bare_plot,213956239.76,6,0.667,0.833,0.667,0.833,0.0,-0.33,6.0,1.0,6.0,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00081,C,manufacturing,True,True,False,True,True,True,,,2.214,10.0,66.73,0.24,0.1187,31.14,55.49,0.6672597877778634,consistent,771.0,48.5,2026-06-13,38.9,100.0,100.0,0.0047,6.98,,residential,constructed,20087711.12,6,1.0,0.833,1.0,1.0,0.0,-2.0,6.0,0.833,6.0,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00082,A,retail,False,True,False,True,False,True,,,,,98.61,0.07,0.0133,55.12,54.81,0.9861252302920066,consistent,614.0,54.6,2026-06-23,5.4,100.0,100.0,0.0168,41.0,,industrial,bare_plot,156775382.63,6,0.5,0.667,0.833,0.667,0.0,0.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00083,C,services,True,True,True,True,True,True,0.749,10.0,2.418,5.664,100.0,-0.18,-0.0947,41.86,41.2,1.0141486343137884,consistent,550.0,79.1,2026-05-26,9.8,100.0,100.0,0.0381,72.0,0.1874,residential,constructed,79049303.82,6,0.667,0.167,0.833,0.5,0.0,13.17,6.0,0.333,6.0,0.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00084,A,retail,False,True,True,True,True,False,2.212,0.368,10.0,10.0,100.0,0.17,0.1072,45.07,34.96,1.5293669482374035,consistent,715.0,15.5,2026-06-14,7.5,100.0,100.0,0.0017,6.0,0.4024,,,,6,1.0,1.0,1.0,0.833,0.0,-1.33,6.0,,,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00085,A,retail,False,True,False,False,False,False,,,,,100.0,0.04,0.1234,32.76,33.47,1.419932758132361,consistent,,,,2.2,100.0,100.0,0.0035,9.0,,,,,6,1.0,1.0,0.833,1.0,0.0,-1.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00086,A,manufacturing,False,True,True,True,True,False,2.387,0.258,7.657,10.0,100.0,0.18,0.1359,31.55,52.89,1.4197127486724617,consistent,788.0,49.5,2026-05-15,3.2,100.0,100.0,0.0048,16.95,0.4119,,,,6,1.0,1.0,0.833,0.833,0.0,-0.33,6.0,,,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00087,C,manufacturing,True,True,True,True,True,True,2.312,0.342,10.0,10.0,100.0,-0.02,0.111,40.0,34.98,1.7558175541201144,consistent,711.0,26.8,2026-06-15,17.3,100.0,100.0,0.003,11.0,0.4065,residential,bare_plot,115024863.43,6,1.0,1.0,1.0,1.0,0.0,-1.5,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00088,A,retail,False,True,False,False,False,False,,,,,100.0,0.13,0.1147,41.66,34.0,1.211454910639996,consistent,,,,4.2,100.0,100.0,0.0026,5.0,,,,,6,1.0,1.0,1.0,0.833,0.0,-1.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00089,A,services,False,True,False,False,False,False,,,,,100.0,0.12,0.1353,33.64,34.4,3.339492087758179,bank_inflow_much_higher_than_declared,,,,2.6,100.0,100.0,0.0052,19.0,,,,,6,0.667,1.0,1.0,0.833,0.0,-1.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
